Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Carpentry,Mata Bor Set + Fisher - Mata Bor Besi Kayu Beton - Mata Bor JLD Tool,Jakarta Utara,129000,4.8,352,243,5,5 jempol buat reseller dan produk nya ??????????,Positive,Love,8,5 jempol buat reseller dan produk nya ??????????,5 jempol buat reseller produk ??????????
Automotive,Bubble Wrap Plastik Pembungkus Helm,Kota Bekasi,5000,4.9,22500,9855,1,"Saya sejujurnya nyesel sih beli bubble wrap ini, kayak cuman dikasih seiprit doang, saya beli 2pcs. Saya pikir packaging helem saya akn dibalur sama bubble wrap ini, eh cuman kayak nutupin sebelah kiri dan sebelah kanan dus helem, kecewa sih sama pesanan ini. Kayak gak niat gitu, thanks !",Negative,Fear,49,"saya sejujurnya nyesel sih beli bubble wrap ini, kayak cuman dikasih seiprit doang, saya beli 2pcs. saya pikir packaging helem saya akn dibalur sama bubble wrap ini, eh cuman kayak nutupin sebelah kiri dan sebelah kanan dus helem, kecewa sih sama pesanan ini. kayak gak niat gitu, thanks !","saya sejujurnya nyesel beli bubble wrap ini, kayak cuman dikasih seiprit doang, saya beli 2pcs. saya pikir packaging helem saya akn dibalur sama bubble wrap ini, eh cuman kayak nutupin sebelah kiri sebelah kanan dus helem, kecewa sama pesanan ini. kayak gak niat gitu, thanks !"
Electronics,Lampu LED Strip RGB 5050 IP44,Jakarta Barat,65000,4.7,6612,1010,4,"Produk cepat sampai dan sesuai deskripsi, tapi chat nya slow respon overall bagus",Positive,Happy,13,"produk cepat sampai dan sesuai deskripsi, tapi chat nya slow respon overall bagus","produk cepat sampai sesuai deskripsi, tapi chat slow respon overall bagus"
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Jakarta Barat,27000,4.7,11000,3635,1,JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,Negative,Anger,13,jelek baru dicoba 2kali udah rusak. . giginya ga bisa di pencet lagi,jelek baru dicoba 2kali rusak. . giginya ga bisa pencet lagi
Kitchen,PLASTIK STRETCH FILM WRAP / WRAPING / WRAPPING 50 CM X 150 M,Jakarta Barat,28500,4.9,20200,2634,1,"Bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",Negative,Fear,18,"bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended","bahan plastiknya tdk stretch, kaku tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended"
Computers and Laptops,Screen Guard (Protector) Anti Gores MacBook - A2141,Jakarta Utara,50000,4.8,2967,1191,1,"Tidak ada tissue pembersih, atau alat bantuan lainnya untuk memasang. sangat kecewa",Negative,Sadness,12,"tidak ada tissue pembersih, atau alat bantuan lainnya untuk memasang. sangat kecewa","tidak tissue pembersih, alat bantuan lainnya memasang. sangat kecewa"
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,Jakarta Barat,16200,4.9,6237,758,3,sprti barang bekas,Negative,Anger,3,sprti barang bekas,sprti barang bekas
Household,6 in 1 Traveling Bag in Bag Organizer (1 set isi 6 pcs organizer) - Maroon,Jakarta Utara,30500,4.7,2800,2360,1,"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",Negative,Sadness,54,"kecewa barang gak sampe... toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. jgn beli disini lagi untuk kalian yang baca komen ini. respon nya lama bgt ... dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. beli barang tapi barangnya gak sampe bener bener kecewa...","kecewa barang gak sampe... toko gak mau tanggung jawab, respon lama bgt. bener bener kecewa. jgn beli disini lagi kalian baca komen ini. respon lama bgt ... delivery juga kacau nyasarin barang gak mau tanggung jawab. beli barang tapi barangnya gak sampe bener bener kecewa..."
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A4,Jakarta Selatan,17000,4.9,27200,1632,1,"Dari 4 pesanan yg bs dipake cuma 2, itupun tidak sempurna, kemungkinn pecah di pengiriman karena paking tidak aman/seadanya..",Negative,Fear,19,"dari 4 pesanan yg bs dipake cuma 2, itupun tidak sempurna, kemungkinn pecah di pengiriman karena paking tidak aman/seadanya..","4 pesanan yg bs dipake cuma 2, itupun tidak sempurna, kemungkinn pecah pengiriman paking tidak aman/seadanya.."
Men's Fashion,"PIYAMA PRIA DEWASA IMPORT BAJU TIDUR COWOK KAOS SPANDEX SET CELANA - 2, L",Jakarta Utara,108888,5.0,106,52,5,"Bahannya adem, halus, ukuran besar, gambar sesuai. Ngak sempat foto.",Positive,Happy,10,"bahannya adem, halus, ukuran besar, gambar sesuai. ngak sempat foto.","bahannya adem, halus, ukuran besar, gambar sesuai. ngak sempat foto."
Phones and Tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,Jakarta Pusat,540000,4.8,6905,3350,1,"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..",Negative,Fear,16,"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..","powerbank tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan handphone, handphone tidak tercharge.."
Carpentry,BARDI Smart PLUG WiFi Wireless Colokan - IoT Smart Home Colokan Steker,Jakarta Utara,216000,5.0,4112,1713,5,repeat order terus,Positive,Love,3,repeat order terus,repeat order terus
Gaming,Nintendo Switch Overcooked Special Ed + Overcooked 2 (Eur / English),Jakarta Utara,499000,5.0,107,47,5,pengiriman cepat dan packing sangat rapi walau hanya beli 1 item saja. Rekom bgt gaes,Positive,Love,15,pengiriman cepat dan packing sangat rapi walau hanya beli 1 item saja. rekom bgt gaes,pengiriman cepat packing sangat rapi walau hanya beli 1 item saja. rekom bgt gaes
Automotive,"carburator cleaner atau pembersih karbu dan injeksi,RONEVE isi 500ml",Kab.�Bekasi,17000,4.9,2431,580,5,mantap??????????,Positive,Love,1,mantap??????????,mantap??????????
Men's Fashion,"LM 17152-17160 Baju Koko Pria Lengan Panjang KOKO CHEONGSAM TERMURAH - Abu Tua, M",Jakarta Barat,72000,4.7,407,209,3,"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. Ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani",Negative,Fear,20,"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani","pesan warna putih. yg putih kosong, dialihkan hitam. ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani"
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive,Love,9,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????","mantap paket sudah sampai,makasih gan.sukses selalu gan ??????????"
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,2,Beli sabtu sampainya kamis ..lama betul ??,Negative,Anger,7,beli sabtu sampainya kamis ..lama betul ??,beli sabtu sampainya kamis ..lama betul ??
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,1,Pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! GAJELAS SALE NYA! Nipu bgt itu sale padahal official store,Negative,Anger,29,pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! gajelas sale nya! nipu bgt itu sale padahal official store,pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! gajelas sale nya! nipu bgt sale padahal official store
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,Kab. Tangerang,21499,4.9,1373,351,3,Ada 2 aksesoris yang ga ada...sama 1 yang rusak...kan harus nya ada 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...,Negative,Fear,23,ada 2 aksesoris yang ga ada...sama 1 yang rusak...kan harus nya ada 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...,2 aksesoris ga ada...sama 1 rusak...kan harus 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,Kota Surabaya,314600,5.0,674,239,5,Pesanan sudah diterima dengan baik dan sesuai orderan. Makasih ya...,Positive,Happy,10,pesanan sudah diterima dengan baik dan sesuai orderan. makasih ya...,pesanan sudah diterima baik sesuai orderan. makasih ya...
Automotive,Oxide penghitam dashboard dan penghitam plastik body mobil dan motor,Jakarta Selatan,45000,4.8,10400,6880,1,Saya baru pakai ini krn habiskan stock yg sebelumnya. Yang skr kualitasnya buruk krn cair beda dengan yg sebelumnya tdk Cair. pdhal di awal saya suka produk ini. Disayankan saja kualitasnya turun krn dicampur cairan,Negative,Fear,35,saya baru pakai ini krn habiskan stock yg sebelumnya. yang skr kualitasnya buruk krn cair beda dengan yg sebelumnya tdk cair. pdhal di awal saya suka produk ini. disayankan saja kualitasnya turun krn dicampur cairan,saya baru pakai krn habiskan stock yg sebelumnya. skr kualitasnya buruk krn cair beda yg sebelumnya tdk cair. pdhal awal saya suka produk ini. disayankan saja kualitasnya turun krn dicampur cairan
Carpentry,Over Steker Saklar On Off Stop Kontak Switch type318,Jakarta Utara,5850,4.7,10000,1419,1,barang rusak kok dikirim,Negative,Anger,4,barang rusak kok dikirim,barang rusak kok dikirim
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,2,"tidak sesuai yang diharapkan, volume tidak besar kencang",Negative,Fear,8,"tidak sesuai yang diharapkan, volume tidak besar kencang","tidak sesuai diharapkan, volume tidak besar kencang"
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,2249,1,"RGB mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????",Negative,Fear,21,"rgb mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????","rgb mati awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????"
Other Products,Packing Dus,Jakarta Barat,2000,4.8,10000,3913,1,Kemasan box bekas.....,Negative,Anger,3,kemasan box bekas.....,kemasan box bekas.....
Gaming,Microsoft Flight Simulator 2020 Premium Deluxe PC Original - DVD-DL120GB,Bandung,50000,5.0,239,180,5,"Puas lah, fast response. Cuman masih sering close sendiri, saking sibuk, belum sempat dicek. Recommended seller! gaming terbaik. Game nya seru!",Positive,Love,21,"puas lah, fast response. cuman masih sering close sendiri, saking sibuk, belum sempat dicek. recommended seller! gaming terbaik. game nya seru!","puas lah, fast response. cuman masih sering close sendiri, saking sibuk, belum sempat dicek. recommended seller! gaming terbaik. game seru!"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,Jakarta Barat,20000,4.8,12300,5500,1,"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah",Negative,Sadness,14,"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah","utk pencil alis yg matic sampai tempat patah, free kaca ny pecah"
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,5,"barang ok, pengiriman cepat recommended seller",Positive,Love,6,"barang ok, pengiriman cepat recommended seller","barang ok, pengiriman cepat recommended seller"
Muslim Fashion,"masker hijab-masker hijab serut-masker kain-masker hijab 2ply 2 lapis - Ungu tua, Merk Mambo",Kab. Sukoharjo,4550,4.8,3320,248,1,"sangat kecewa belanja di toko ini pesan 12 masker yang sampai cuma 10 tolong kalau packing barang sbelum di kirim teliti dlu dong, jangan sampai mengecewakan pembeli termasuk saya .",Negative,Sadness,30,"sangat kecewa belanja di toko ini pesan 12 masker yang sampai cuma 10 tolong kalau packing barang sbelum di kirim teliti dlu dong, jangan sampai mengecewakan pembeli termasuk saya .","sangat kecewa belanja toko pesan 12 masker sampai cuma 10 tolong kalau packing barang sbelum kirim teliti dlu dong, jangan sampai mengecewakan pembeli termasuk saya ."
Sport,Polyflex PVC Korea Best Seller / PVC Flex /Sticker Polyflek / Poliflex - Red,Kota Tangerang,32500,4.8,5864,705,1,barang kurang bagus tipis pokoknya jelek,Negative,Anger,6,barang kurang bagus tipis pokoknya jelek,barang bagus tipis pokoknya jelek
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Kota Bekasi,320000,5.0,38,28,5,"mantap, sesuai deskripsi dan gambar",Positive,Love,5,"mantap, sesuai deskripsi dan gambar","mantap, sesuai deskripsi gambar"
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Jakarta Barat,90000,4.5,11529,3548,2,"Yang penting keluar suara deh. Soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk Handphone.",Negative,Anger,17,"yang penting keluar suara deh. soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk handphone.","penting keluar suara deh. soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk handphone."
Carpentry,Mata Bor Set + Fisher - Mata Bor Besi Kayu Beton - Mata Bor JLD Tool,Jakarta Utara,129000,4.8,352,243,5,"Barang sesuai dgn pesanan, seller responsif, pengiriman cepat. Terimakasih seller dan tokopedia, smg sukses selalu.",Positive,Happy,15,"barang sesuai dgn pesanan, seller responsif, pengiriman cepat. terimakasih seller dan tokopedia, smg sukses selalu.","barang sesuai dgn pesanan, seller responsif, pengiriman cepat. terimakasih seller tokopedia, smg sukses selalu."
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,1,"Promo ngawur,asa kejar diskon spesial lebih mahal dr promo reguler.",Negative,Anger,10,"promo ngawur,asa kejar diskon spesial lebih mahal dr promo reguler.","promo ngawur,asa kejar diskon spesial mahal dr promo reguler."
Men's Fashion,kaos kaki tebal PDL Harpist tentara loreng army - brimob,Jakarta Barat,14900,4.9,3353,437,5,Kualitas kaos kakinya bagus dan tebal.,Positive,Happy,6,kualitas kaos kakinya bagus dan tebal.,kualitas kaos kakinya bagus tebal.
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Kota Tangerang Selatan,169000,4.9,10400,4125,3,Yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. Mohon dicek kembali sblm dikirim,Negative,Fear,18,yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. mohon dicek kembali sblm dikirim,yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung dalam.. mohon dicek kembali sblm dikirim
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5.0,200,179,5,Lancaaaaarr semuanya. Kamarnya bagus. Terimakasih banyak yaaaaa ????,Positive,Love,8,lancaaaaarr semuanya. kamarnya bagus. terimakasih banyak yaaaaa ????,lancaaaaarr semuanya. kamarnya bagus. terimakasih banyak yaaaaa ????
Phones and Tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,Jakarta Pusat,150000,4.7,449,255,2,"mati sebelah , kecewa pedahal udah kek percaya",Negative,Sadness,8,"mati sebelah , kecewa pedahal udah kek percaya","mati sebelah , kecewa pedahal kek percaya"
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Jakarta Barat,7800,5.0,3333,333,5,"kemasan rapi, brg sesuai pesanan",Positive,Happy,5,"kemasan rapi, brg sesuai pesanan","kemasan rapi, brg sesuai pesanan"
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,Jakarta Barat,52000,4.9,3040,1233,4,Warnanya lucu ??. barang sesuai dan cepat sampai,Positive,Happy,8,warnanya lucu ??. barang sesuai dan cepat sampai,warnanya lucu ??. barang sesuai cepat sampai
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Kota Bogor,2000,4.8,45300,5117,5,DS sukses Terima kasih atas kerjasamanya Sist,Positive,Happy,7,ds sukses terima kasih atas kerjasamanya sist,ds sukses terima kasih atas kerjasamanya sist
Body Care,Whisper Pembalut Wanita Regular Flow 40's,Jakarta Timur,50800,4.9,11700,4349,1,"Ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. Soalnya yaa.. ga nyangka aja gitu. Judul tokonya official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan.",Negative,Fear,43,"ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. soalnya yaa.. ga nyangka aja gitu. judul tokonya official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan.","expiry date 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. soalnya yaa.. ga nyangka gitu. judul tokonya official' store.. waktu check barcode, ga dong, ga keluar itemnya, beda dg produk satu lagi yg beli berbarengan."
Food and Drink,Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun,Jakarta Timur,28000,4.8,8472,2334,1,amit� rasanya ????,Negative,Anger,3,amit� rasanya ????,amit� rasanya ????
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Bandung,60000,4.7,2576,1237,5,"produk sesuai deskripsi, sdh diterima aman, tks",Positive,Happy,7,"produk sesuai deskripsi, sdh diterima aman, tks","produk sesuai deskripsi, sdh diterima aman, tks"
Women's Fashion,CD01 Celana Dalam CD Wanita Seemless 3D Japanese Style Honeycomb - grey,Jakarta Barat,9500,4.8,14100,1735,3,"bahannya jujur kurang puas,warna sih oklah",Negative,Sadness,6,"bahannya jujur kurang puas,warna sih oklah","bahannya jujur puas,warna oklah"
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Jakarta Utara,735000,4.9,4502,2558,3,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),Negative,Fear,24,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),terlalu ringan ..ada suara glodak glodak saat hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual)
