Category,Product Name,text_norm,Sentiment,Emotion,Customer Rating
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,"promo yang ditawarkan marketing s3 payah, alibinya free gimmick hanya berlaku pada toko di wilayah tangerang, sedangkan barang yang di tawarkan di toko tangerang tidak ada free gimmick tersebut tapi kenapa dicantumkan di toko cabang aneh sekali",Negative,Anger,2
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,infra red nya jelek suka mental ke mana2,Negative,Sadness,1
Kids and Baby Fashion,"TweedyToys - Sandal Baby Shark / Sandal Anak Import Lucu - Biru Muda, 17cm",sandalnya licin. anak berkali-kali kepleset ketika jalan pakai sandal ini. bawahnya licin sekali,Negative,Sadness,3
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,socket ujung kendor tidak ori,Negative,Fear,3
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,aku suka banget... next pengen nyobain semua rasanya nyaman ketika digunakan.,Positive,Love,5
Carpentry,Cat tembok Interior Nucolour 25 kg tidak ngapur,"mengecewakan,produk encer jadi harus mengecat berkali2 hingga 4x,memang harga menentukan kwalitas..!!",Negative,Sadness,1
Body Care,Lux Hand Sanitizer Jasmine 50ml,"tidak ada tutupnya,walaupun saya beli harga murah tp jadi gabisa dibawa kemana mana karna barang rusak",Negative,Sadness,2
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,"barangnya datang sesuai dgn pesan dan estimasi waktunya pas banget mantap, cuman sayang speaker sebelah kiri gk berfungsi, yg bersuara hnya sbelah kanan",Negative,Sadness,3
Toys and Hobbies,RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI,"kiri pembelian ke 2 ( saya beli 150pcs). yg kanan pembelian pertama. warna dan kualitas berbeda. pembelin ke 2 bahan tipis, warna tidak secerah pembelian pertama",Negative,Fear,1
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,patah kaitannya gak bsa dipake deh,Negative,Sadness,3
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,baru dibuka ternyata robek.,Negative,Fear,1
Household,Set Sapu Pengki Sekop Sampah Lipat Kombinasi Sapum Broom Set D63 - Putih D63,barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Positive,Happy,5
Kitchen,Square Front Lock Box 16 x 16 x 8 cm - Kotak Kardus Packaging Hampers,"brg sesuai realpict, kertasnya tebal, puas belanja di toko ini. terimakasih ??ukuran produk sesuai.",Positive,Happy,5
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,pelayanan terbaik dan barang original,Positive,Happy,5
Animal Care,"Meo ME-O Pouch/saset 80G 80 G 80GR 80 GR per BOKS/BOX/DUS - TUNA SARDINE, KITTEN","saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna� bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? bilang!!! jangan main ganti sembarangan�",Negative,Anger,1
Other Products,BUBLE EXTRA,beli tapi paketan datang g dikasih penyok dah,Negative,Anger,1
Muslim Fashion,Bella Square Hijab Segiempat Part 4,bahannya kurang bagus.. biasa aja,Negative,Sadness,1
Household,UCHII Air Diffuser Aroma Therapy w/ Electric Night Bluetooth Speaker,"awalnya saya memberikan rating bagus karena pada pertama kali diffuser menyala dengan baik. saya menerima produk tanggal 15 februari 2022, dan langsung saya coba, hasilnya bagus. lalu saya ikuti petunjuk mematikan dan pembersihannya. produk ini saya nyalakan kembali hari ini tanggal 21 februari 2022 (kedua kali) mist sudah tidak keluar dan tombol on tidak menyala. saya mengajukan komplain di chat dan balasan dari pihak uchii mengatakan produk yang sudah lebih dari 3 hari tidak dapat dikomplain. sangat disayangkan karena ini produk elektronik. jawaban lainnya dari pihak uchii juga sangat tidak proffesional. apakah karena saya membeli pada saat diskon, lalu dikirimkan produk yang sudah rusak. harusnya lebih bertanggung jawab. kalau tidak ada penggantian, minimal perbaikan.",Negative,Fear,1
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",pengiriman lama sekali. respon penjual jg lambat,Negative,Sadness,2
Men's Fashion,"PIYAMA PRIA DEWASA IMPORT BAJU TIDUR COWOK KAOS SPANDEX SET CELANA - 2, L","respon cepat , kemasan rapi , harga murah barang istimewa",Positive,Happy,5
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna","pelayanan ramah, design maksimal, hasil sesuai harapan. recommended..",Positive,Love,5
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 4",ukuran sesuai. nyaman dipakai si kecil. bahannya tebal. jahitannya rapi. modelnya kekinian. packaging-nya rapi. proses pesanan cepat. packaging aman ??.,Positive,Happy,5
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,barangnya ga dikirim sampai hari ini,Negative,Fear,1
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,ga berfungsi dengan baik,Negative,Sadness,2
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.olshop emang keras,Negative,Anger,1
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,mantap...wangi...udah beli beberapa kali. aman juga untuk hewan...,Positive,Happy,5
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,"barang basah berair dan bau kwalitas tidak bagus, tidak spt digambar cat nya byk yg terkelupas",Negative,Anger,1
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,bagus banget keyboardnya. packing sangat aman karena double kardus. warna juga keren.,Positive,Love,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,"brg yg diterima tidak sama dgn yg di etalase toko, tipis seperti kotak nasi padang, pdhl dikira tebal krn utk kirim kado ke luar kota...",Negative,Sadness,2
Toys and Hobbies,ACTION FIGURE ONE PIECE RORONOA ZORO WANO KIMONO DFX THE GRANDLINE MEN,bagus banget..top,Positive,Love,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,"admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,",Negative,Fear,1
Automotive,spidol ban original toyo paint marker murah - Hijau,"payah, pesen beda warna tp malah datang satu warna. padahal sudah di beri keterangan,.",Negative,Anger,1
Phones and Tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,barang jelek sesuai harga,Negative,Sadness,1
Sport,"JERSEY BASEBALL / Baju Baseball NY salur white 03 - WARNA 01, L","barang cacat, sablonnya tidak rapih, sudah luntur ketika diterima",Negative,Sadness,1
Camera,Magic Clamp / Magic Arm 11 Inch includ Super C-Clamp,"puas banget ?????????? barang sesuai harapan, kualitas bahan bagus dan kokoh..response penjual sangat baik (cepat) ..terima kasih banyak gan????????????sukses selalu ya..",Positive,Happy,5
Other Products,terpal A12 korea ( IMPORT),"kecewa! beli terpal sesuai rekomendasi penjual. terpal bocor, lem tidak rata. chat ke penjual after sale tidak digubris. parah sih!",Negative,Anger,1
Food and Drink,Silverqueen Cashew 62g,"beli cashew dikirim almond ,, beli 2 dikirim cm 1 ,, gak berkah dagangan mu ..",Negative,Anger,1
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,ban jadi hitam kembali! mantap. produk original ??. bahanya kuat! ban menjadi seperti baru kembali.,Positive,Love,5
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam","salah kirim produk, admin lama banget balesnya. proses retur gak jelas",Negative,Fear,1
Mother and Baby,"merries S , M , L , XL - L38",kenapa pesananya ndk sesuai ukuran yg di pesan... klo stok kosong ya di ubah..,Negative,Anger,1
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,"terima kasih kak, puas beli voucher tiket disini, recommended seller ??",Positive,Love,5
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,"parahhh, barang rusak retak di komplain malah urusannya sgt ribet! tidak akan beli lagi d sini",Negative,Anger,1
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,lama bgt,Negative,Anger,1
Gaming,Microsoft Flight Simulator 2020 Premium Deluxe PC Original - DVD-DL120GB,"alhamdulillah setelah 20 jam lebih total downloadnya, akhirnya bisa terbang juga. agan seller sgt responsive terutama adminnya, guidance nya very clear. semoga pmdg boeing 73x bisa segera release ya...",Positive,Happy,5
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,mantap barangnya ??????,Positive,Happy,5
Household,Plastik Buble Wrap - BUBBLEWRAP,sedikit masukan klw utk buble warp agar bagian dalam juga di bungkus jika ada pemesanan brg yg dibungkus bersamaan dgn lampun yg mudah pecah. terima kasih????,Negative,Fear,3
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos","ukurannya sesuai anak saya, bahannya bagus, anak saya suka. makasih ya",Positive,Love,5
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",lumayan bahannya dan harganya murah,Positive,Happy,4
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,mantapppp.build qualitynya josss pertahankan,Positive,Love,5
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm","barangnya bagus, praktis dan harganya murah. ga salah pilih produk dari blueprint. original merk. respon penjual cepat dan ramah. rrcommended",Positive,Love,5
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 17","bagussss sukakakkk, ntah udh brp kali order, bahannya bagus, adem n nyaman dan harga promonya mantulll",Positive,Love,5
Household,RB-C158 Kotak Sepatu Lipat Transparan Tebal ShoesStorage Box Organizer - Rak PUTIH,"barang tidak sesuai dgn yg di gambar, bukan plastik keras dan sepertinya tidak bisa utk menumpuk sepatu...bingung cara merakitnya...plastiknya mudah meleyot...sangat tidak puas...",Negative,Fear,1
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",Negative,Fear,2
Muslim Fashion,Sajadah Polos Tebal Bulu Tipis HITAM Aladeen - Size Dewasa Gratis Tas,"pesen kemarin, dateng hari ini. cepet banget, sajadahnya bagus, bulunya halus, terus busanya beneran tebel. semoga sholat saya bisa terus khusyukk karena sajadah ini, aamiin. terima kasih seller ??????bahannya tebal. bahannya lembut. ukuran sesuai. warnanya cantik ??. anti slip.",Positive,Love,5
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,barangnya gx sesuai sama yg d gambar,Negative,Fear,3
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,"ini pembelian yang ke berapa ya aku lupa yang jelas insya allah iki bakule jujur dan amanah, recommend",Positive,Love,5
Men's Fashion,"Seragam Safari Baju Safari Setelan Safari Security Seragam Satpam - hitam panjang, S",ganti bintang 5 jadi bintang 1 aja lah. pelayanan sangat buruk. sampe salah warna hal yg fatal sekali,Negative,Sadness,1
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,"kesel ama durasi pengirimannya doang, overall barangnya bagus kok",Positive,Happy,3
Sport,"celana olahraga bola futsal running CN-02 - Putih, NIKE",jelek jgn beli disini...kecewa....harga murah emang murahan bahannya...nyesal ********* penjualnya,Negative,Anger,1
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,mantep om,Positive,Love,5
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,mantapppppppppppp,Positive,Love,5
Office & Stationery,kalkulator citizen 868L best seller,barang datang dalam kondisi rusak parah.lcd pecah.,Negative,Anger,1
Automotive,BASEUS CAR WAX LAZY MANUAL WAXING PERAWATAN MOBIL CUCI MOBIL - Hitam,mmaaaanncccllaaappp.. ??,Positive,Love,5
Camera,Filter ND ND2-ND400 ND 2-400 58mm FOTGA Slim Fader Variable Adjustable,"deskripsi diameter depan filter keliru, sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok",Negative,Sadness,2
Automotive,BASEUS CAR WAX LAZY MANUAL WAXING PERAWATAN MOBIL CUCI MOBIL - Hitam,sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive,Love,5
Automotive,AntiFog Embun Besar Kaca Spion & Jendela Mobil Sticker Anti Fog Hujan - Spion 9.5x13.7,barang nya tidak sesuai dgn anti fog embun besar kaca besar & jendela mobill yang ada hanya jendela mobil nya saja,Negative,Sadness,2
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,"bahannya bagus,bentuknya lucu .",Positive,Happy,5
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,"kainnya lembut dan stretchy. ada hooknya yang bisa ditarik jadi kalau celana kegedean, masih bisa disesuaikan dengan ukuran perut yg sekarang. ini all size dan pas banget. bahannya juga tebal, jadi dipakai ga nerawang.",Positive,Happy,5
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",repeat order yg entah keberapa. selalu puas. makasiii banyak gan. sukses selaloeee yaaaa...,Positive,Love,5
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random",proses cepat.. celana lumayan bagus... makasih selleer,Positive,Happy,5
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,"barang sdh dtg packing rapih, tapi led nya tdk nyala. brg dtg ketika sy lg travelling pas di coba led tdk nyala dan di hubungi tokonya tdk mau bertanggung jawab krn status order telah selesai. selayaknya brg di test dahulu sebelum dikirim ke pembeli utk memastikan semua berfungsi!",Negative,Anger,2
Carpentry,Semprotan Air,"gan... pesanan sudah saya terima sesuai order.. barang oke, aman, bagus dan mantap..?????? terima kasih gan.. ??????????????????",Positive,Love,5
Tour and Travel,12 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,pengiriman cepar. barang bagussss.,Positive,Happy,5
Muslim Fashion,HIJAB SEGI EMPAT AUTHENTISM BASIC RACHITA VOAL/LAMINA VOAL / ULTRAFINE - TALYA,deskripsi warna kurang sesuai,Negative,Fear,3
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",Positive,Happy,5
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,tidak menerawang. ukuran sesuai. bahannya adem. jahitan rapi. warnanya cantik ??. modelnya cantik ??.,Positive,Love,5
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,"great service, pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas",Positive,Happy,5
Automotive,AntiFog Embun Besar Kaca Spion & Jendela Mobil Sticker Anti Fog Hujan - Spion 9.5x13.7,barang nya tidak sesuai dgn anti fog embun besar kaca besar & jendela mobill yang ada hanya jendela mobil nya saja,Negative,Sadness,2
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,"pengiriman sehari ,awalnya beli ini krn ekspektasi kaya di review youtuber yg bilang awet, ga kering, ga lengket kalo di ketup ,tapi semua itu ga bnr , hanya ringan ,wrn oxidize (turun menggelap) ,makan nasi sama ayam aja udh ilang bener setengah di bibir bawah",Negative,Anger,2
Food and Drink,Pastel Wawa since 2006,"udh lama gak makan. kali ini bnykan sounnya. daging ayamnya lmyn gak kliatan. sambel ttp enak. pcking aman, respon cepat.",Positive,Happy,5
Body Care,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],"kesalahan informasi dr penjual krn tdnya mau tuker gel ke yg cair, saya tanya apa bisa tukar order dijawab bisa, tp ternyata tidak bisa krn bisa atau tidaknya tergantung toko cabang bukan keputusan penjual. jadi aja beli 2 :(",Negative,Sadness,1
Books,Novel Keajaiban Toko Kelontong Namiya Malice Newcomer Keigo Higashino - The Newcomer,"buku ori, pengiriman cepat dan aman pakai bubble wrap",Positive,Happy,5
Carpentry,Cat tembok Interior Nucolour 25 kg tidak ngapur,no comment deh. udh berkali kali beli cat ini. top bgt,Positive,Love,5
Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,gak bisa di gunakan ini gimana,Negative,Fear,1
Gaming,Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite,"produk diterma dengan baik, pengirimannya juga luar biasa cepat, dicoba juga pas banget untuk nintendonya.",Positive,Happy,5
Electronics,COPPER HEAVY BASS CP2001 Series Earphone (Comfortable Wearing),baru seminggu pemakaian sudah tidak bisa nyala sebelah,Negative,Sadness,1
Computers and Laptops,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,"kualitas chargeran jelek bangettt, baru tiga hari pakai sudah rusakk",Negative,Anger,1
Household,Pel Lantai Spray Super Mop Alat Pembersih Lantai Pel Pembersih A71,"baiknya sblm dikirimkan di cek dulu. karena ada part yang hilang jadi tidak bisa berfungsi. seller nawarin untuk tukar barang, tapi ongkir ke bali sama aja kayak beli baru.",Negative,Fear,3
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,"suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. bikin sakit telinga.",Negative,Sadness,2
